,lang,freq
0,aws,8
1,nosql,7
2,mysql,5
3,rds,4
4,postgresql,4
5,etl,3
6,sql,3
7,linux,3
8,go,3
9,cloud,3
10,rdbms,2
11,kafka,2
12,aurora,2
13,redis,2
14,java,2
15,docker,2
16,kubernetes,2
17,mongodb,2
18,rds aurora,2
19,mysql postgresql,2
20,java go,2
21,aws cloud,2
