,lang,freq
0,python,18
1,linux,17
2,aws,16
3,java,10
4,os,10
5,c++,7
6,devops,7
7,go,7
8,isms,7
9,c,6
10,c c++,6
11,shell,5
12,cloud,5
13,web,4
14,ip,4
15,windows,4
16,l2,4
17,network,4
18,ci,4
19,cd,4
20,docker,4
21,ci cd,4
22,sql,3
23,tcp,3
24,script,3
25,db,3
26,sw,3
27,javascript,3
28,gcp,3
29,kubernetes,3
30,waf,3
31,vpn,3
32,tcp ip,3
33,linux windows,3
34,aws gcp,3
35,python java,3
36,python c,3
37,python go,3
